"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","HOSPITALBED","TOT","1000HAB","A","1998",6.39,
"IRL","HOSPITALBED","TOT","1000HAB","A","1999",6.24,
"IRL","HOSPITALBED","TOT","1000HAB","A","2000",6.13,
"IRL","HOSPITALBED","TOT","1000HAB","A","2001",5.86,
"IRL","HOSPITALBED","TOT","1000HAB","A","2002",5.78,
"IRL","HOSPITALBED","TOT","1000HAB","A","2003",5.67,
"IRL","HOSPITALBED","TOT","1000HAB","A","2004",5.64,
"IRL","HOSPITALBED","TOT","1000HAB","A","2005",5.46,
"IRL","HOSPITALBED","TOT","1000HAB","A","2006",5.26,
"IRL","HOSPITALBED","TOT","1000HAB","A","2007",5.1,
"IRL","HOSPITALBED","TOT","1000HAB","A","2008",4.85,
"IRL","HOSPITALBED","TOT","1000HAB","A","2009",2.83,"B"
"IRL","HOSPITALBED","TOT","1000HAB","A","2010",2.73,
"IRL","HOSPITALBED","TOT","1000HAB","A","2011",2.62,
"IRL","HOSPITALBED","TOT","1000HAB","A","2012",2.54,
"IRL","HOSPITALBED","TOT","1000HAB","A","2013",2.56,
"IRL","HOSPITALBED","TOT","1000HAB","A","2014",2.57,
"IRL","HOSPITALBED","TOT","1000HAB","A","2015",2.92,"B"
"IRL","HOSPITALBED","TOT","1000HAB","A","2016",2.96,
"IRL","HOSPITALBED","TOT","1000HAB","A","2017",2.97,
"IRL","HOSPITALBED","TOT","1000HAB","A","2018",2.97,
"IRL","HOSPITALBED","TOT","1000HAB","A","2019",2.88,"B"
"ITA","HOSPITALBED","TOT","1000HAB","A","1960",8.97,
"ITA","HOSPITALBED","TOT","1000HAB","A","1961",9.1,
"ITA","HOSPITALBED","TOT","1000HAB","A","1962",9.28,
"ITA","HOSPITALBED","TOT","1000HAB","A","1963",9.47,
"ITA","HOSPITALBED","TOT","1000HAB","A","1964",9.55,
"ITA","HOSPITALBED","TOT","1000HAB","A","1965",9.65,
"ITA","HOSPITALBED","TOT","1000HAB","A","1966",9.82,
"ITA","HOSPITALBED","TOT","1000HAB","A","1967",9.99,
"ITA","HOSPITALBED","TOT","1000HAB","A","1968",10.2,
"ITA","HOSPITALBED","TOT","1000HAB","A","1969",10.47,
"ITA","HOSPITALBED","TOT","1000HAB","A","1970",10.56,
"ITA","HOSPITALBED","TOT","1000HAB","A","1971",10.58,
"ITA","HOSPITALBED","TOT","1000HAB","A","1972",10.58,
"ITA","HOSPITALBED","TOT","1000HAB","A","1973",10.53,
"ITA","HOSPITALBED","TOT","1000HAB","A","1974",10.59,
"ITA","HOSPITALBED","TOT","1000HAB","A","1975",10.61,
"ITA","HOSPITALBED","TOT","1000HAB","A","1976",10.45,
"ITA","HOSPITALBED","TOT","1000HAB","A","1977",10.26,
"ITA","HOSPITALBED","TOT","1000HAB","A","1978",10.01,
"ITA","HOSPITALBED","TOT","1000HAB","A","1979",9.85,
"ITA","HOSPITALBED","TOT","1000HAB","A","1980",9.61,
"ITA","HOSPITALBED","TOT","1000HAB","A","1981",9.37,
"ITA","HOSPITALBED","TOT","1000HAB","A","1982",9.12,
"ITA","HOSPITALBED","TOT","1000HAB","A","1983",8.85,
"ITA","HOSPITALBED","TOT","1000HAB","A","1984",8.51,
"ITA","HOSPITALBED","TOT","1000HAB","A","1985",8.32,
"ITA","HOSPITALBED","TOT","1000HAB","A","1986",7.96,
"ITA","HOSPITALBED","TOT","1000HAB","A","1987",7.78,
"ITA","HOSPITALBED","TOT","1000HAB","A","1988",7.49,
"ITA","HOSPITALBED","TOT","1000HAB","A","1989",7.05,
"ITA","HOSPITALBED","TOT","1000HAB","A","1990",7.23,
"ITA","HOSPITALBED","TOT","1000HAB","A","1991",6.8,
"ITA","HOSPITALBED","TOT","1000HAB","A","1992",6.86,
"ITA","HOSPITALBED","TOT","1000HAB","A","1993",6.69,
"ITA","HOSPITALBED","TOT","1000HAB","A","1994",6.57,
"ITA","HOSPITALBED","TOT","1000HAB","A","1995",6.27,
"ITA","HOSPITALBED","TOT","1000HAB","A","1996",6.55,
"ITA","HOSPITALBED","TOT","1000HAB","A","1997",5.88,
"ITA","HOSPITALBED","TOT","1000HAB","A","1998",5.55,
"ITA","HOSPITALBED","TOT","1000HAB","A","1999",4.93,
"ITA","HOSPITALBED","TOT","1000HAB","A","2000",4.71,
"ITA","HOSPITALBED","TOT","1000HAB","A","2001",4.61,
"ITA","HOSPITALBED","TOT","1000HAB","A","2002",4.44,
"ITA","HOSPITALBED","TOT","1000HAB","A","2003",4.18,
"ITA","HOSPITALBED","TOT","1000HAB","A","2004",4.02,
"ITA","HOSPITALBED","TOT","1000HAB","A","2005",4.04,
"ITA","HOSPITALBED","TOT","1000HAB","A","2006",3.99,
"ITA","HOSPITALBED","TOT","1000HAB","A","2007",3.91,
"ITA","HOSPITALBED","TOT","1000HAB","A","2008",3.79,
"ITA","HOSPITALBED","TOT","1000HAB","A","2009",3.69,
"ITA","HOSPITALBED","TOT","1000HAB","A","2010",3.64,
"ITA","HOSPITALBED","TOT","1000HAB","A","2011",3.52,
"ITA","HOSPITALBED","TOT","1000HAB","A","2012",3.42,
"ITA","HOSPITALBED","TOT","1000HAB","A","2013",3.31,
"ITA","HOSPITALBED","TOT","1000HAB","A","2014",3.21,
"ITA","HOSPITALBED","TOT","1000HAB","A","2015",3.2,
"ITA","HOSPITALBED","TOT","1000HAB","A","2016",3.17,
"ITA","HOSPITALBED","TOT","1000HAB","A","2017",3.18,
"ITA","HOSPITALBED","TOT","1000HAB","A","2018",3.14,
"ITA","HOSPITALBED","TOT","1000HAB","A","2019",3.16,
"JPN","HOSPITALBED","TOT","1000HAB","A","1993",15.58,
"JPN","HOSPITALBED","TOT","1000HAB","A","1994",15.48,
"JPN","HOSPITALBED","TOT","1000HAB","A","1995",15.36,
"JPN","HOSPITALBED","TOT","1000HAB","A","1996",15.19,
"JPN","HOSPITALBED","TOT","1000HAB","A","1997",15.06,
"JPN","HOSPITALBED","TOT","1000HAB","A","1998",14.96,
"JPN","HOSPITALBED","TOT","1000HAB","A","1999",14.78,
"JPN","HOSPITALBED","TOT","1000HAB","A","2000",14.69,
"JPN","HOSPITALBED","TOT","1000HAB","A","2001",14.58,
"JPN","HOSPITALBED","TOT","1000HAB","A","2002",14.43,
"JPN","HOSPITALBED","TOT","1000HAB","A","2003",14.26,
"JPN","HOSPITALBED","TOT","1000HAB","A","2004",14.2,
"JPN","HOSPITALBED","TOT","1000HAB","A","2005",14.08,
"JPN","HOSPITALBED","TOT","1000HAB","A","2006",13.97,
"JPN","HOSPITALBED","TOT","1000HAB","A","2007",13.87,
"JPN","HOSPITALBED","TOT","1000HAB","A","2008",13.71,
"JPN","HOSPITALBED","TOT","1000HAB","A","2009",13.62,
"JPN","HOSPITALBED","TOT","1000HAB","A","2010",13.51,
"JPN","HOSPITALBED","TOT","1000HAB","A","2011",13.4,
"JPN","HOSPITALBED","TOT","1000HAB","A","2012",13.35,
"JPN","HOSPITALBED","TOT","1000HAB","A","2013",13.3,
"JPN","HOSPITALBED","TOT","1000HAB","A","2014",13.21,
"JPN","HOSPITALBED","TOT","1000HAB","A","2015",13.17,
"JPN","HOSPITALBED","TOT","1000HAB","A","2016",13.11,
"JPN","HOSPITALBED","TOT","1000HAB","A","2017",13.05,
"JPN","HOSPITALBED","TOT","1000HAB","A","2018",12.98,
"JPN","HOSPITALBED","TOT","1000HAB","A","2019",12.84,
"KOR","HOSPITALBED","TOT","1000HAB","A","1990",2.33,
"KOR","HOSPITALBED","TOT","1000HAB","A","1991",2.48,
"KOR","HOSPITALBED","TOT","1000HAB","A","1992",2.63,
"KOR","HOSPITALBED","TOT","1000HAB","A","1993",2.85,
"KOR","HOSPITALBED","TOT","1000HAB","A","1994",3.16,
"KOR","HOSPITALBED","TOT","1000HAB","A","1995",3.34,
"KOR","HOSPITALBED","TOT","1000HAB","A","1996",3.53,
"KOR","HOSPITALBED","TOT","1000HAB","A","1997",3.7,
"KOR","HOSPITALBED","TOT","1000HAB","A","1998",3.89,
"KOR","HOSPITALBED","TOT","1000HAB","A","1999",4.25,
"KOR","HOSPITALBED","TOT","1000HAB","A","2000",4.65,
"KOR","HOSPITALBED","TOT","1000HAB","A","2001",4.45,
"KOR","HOSPITALBED","TOT","1000HAB","A","2002",4.83,
"KOR","HOSPITALBED","TOT","1000HAB","A","2003",5.09,
"KOR","HOSPITALBED","TOT","1000HAB","A","2004",5.42,
"KOR","HOSPITALBED","TOT","1000HAB","A","2005",5.9,
"KOR","HOSPITALBED","TOT","1000HAB","A","2006",6.48,
"KOR","HOSPITALBED","TOT","1000HAB","A","2007",7.24,
"KOR","HOSPITALBED","TOT","1000HAB","A","2008",7.73,
"KOR","HOSPITALBED","TOT","1000HAB","A","2009",8.19,
"KOR","HOSPITALBED","TOT","1000HAB","A","2010",8.74,
"KOR","HOSPITALBED","TOT","1000HAB","A","2011",9.53,
"KOR","HOSPITALBED","TOT","1000HAB","A","2012",10.25,
"KOR","HOSPITALBED","TOT","1000HAB","A","2013",10.92,
"KOR","HOSPITALBED","TOT","1000HAB","A","2014",11.59,
"KOR","HOSPITALBED","TOT","1000HAB","A","2015",11.61,
"KOR","HOSPITALBED","TOT","1000HAB","A","2016",11.99,
"KOR","HOSPITALBED","TOT","1000HAB","A","2017",12.29,
"KOR","HOSPITALBED","TOT","1000HAB","A","2018",12.44,
"KOR","HOSPITALBED","TOT","1000HAB","A","2019",12.44,
"LUX","HOSPITALBED","TOT","1000HAB","A","2004",6.39,
"LUX","HOSPITALBED","TOT","1000HAB","A","2005",5.79,
"LUX","HOSPITALBED","TOT","1000HAB","A","2006",5.65,
"LUX","HOSPITALBED","TOT","1000HAB","A","2007",5.67,
"LUX","HOSPITALBED","TOT","1000HAB","A","2008",5.57,
"LUX","HOSPITALBED","TOT","1000HAB","A","2009",5.47,
"LUX","HOSPITALBED","TOT","1000HAB","A","2010",5.37,
"LUX","HOSPITALBED","TOT","1000HAB","A","2011",5.28,
"LUX","HOSPITALBED","TOT","1000HAB","A","2012",5.15,
"LUX","HOSPITALBED","TOT","1000HAB","A","2013",5.17,
"LUX","HOSPITALBED","TOT","1000HAB","A","2014",5.05,
"LUX","HOSPITALBED","TOT","1000HAB","A","2015",4.93,
"LUX","HOSPITALBED","TOT","1000HAB","A","2016",4.81,
"LUX","HOSPITALBED","TOT","1000HAB","A","2017",4.66,
"LUX","HOSPITALBED","TOT","1000HAB","A","2018",4.51,
"LUX","HOSPITALBED","TOT","1000HAB","A","2019",4.26,
"LUX","HOSPITALBED","TOT","1000HAB","A","2020",4.2,"P"
"MEX","HOSPITALBED","TOT","1000HAB","A","1990",1.01,
"MEX","HOSPITALBED","TOT","1000HAB","A","1991",1.1,
"MEX","HOSPITALBED","TOT","1000HAB","A","1992",1.17,
"MEX","HOSPITALBED","TOT","1000HAB","A","1993",1.2,
"MEX","HOSPITALBED","TOT","1000HAB","A","1994",1.2,
"MEX","HOSPITALBED","TOT","1000HAB","A","1995",1.14,
"MEX","HOSPITALBED","TOT","1000HAB","A","1996",1.1,
"MEX","HOSPITALBED","TOT","1000HAB","A","1997",1.08,
"MEX","HOSPITALBED","TOT","1000HAB","A","1998",1.08,
"MEX","HOSPITALBED","TOT","1000HAB","A","1999",1.07,
"MEX","HOSPITALBED","TOT","1000HAB","A","2000",1.05,
"MEX","HOSPITALBED","TOT","1000HAB","A","2001",1.08,
"MEX","HOSPITALBED","TOT","1000HAB","A","2002",1.09,
"MEX","HOSPITALBED","TOT","1000HAB","A","2003",1.06,
"MEX","HOSPITALBED","TOT","1000HAB","A","2004",1.07,
"MEX","HOSPITALBED","TOT","1000HAB","A","2005",1.05,
"MEX","HOSPITALBED","TOT","1000HAB","A","2006",1.02,
"MEX","HOSPITALBED","TOT","1000HAB","A","2007",1.06,
"MEX","HOSPITALBED","TOT","1000HAB","A","2008",1.03,
"MEX","HOSPITALBED","TOT","1000HAB","A","2009",1.02,
"MEX","HOSPITALBED","TOT","1000HAB","A","2010",1.05,
"MEX","HOSPITALBED","TOT","1000HAB","A","2011",1.04,
"MEX","HOSPITALBED","TOT","1000HAB","A","2012",1.03,
"MEX","HOSPITALBED","TOT","1000HAB","A","2013",1.03,
"MEX","HOSPITALBED","TOT","1000HAB","A","2014",1.03,
"MEX","HOSPITALBED","TOT","1000HAB","A","2015",1,
"MEX","HOSPITALBED","TOT","1000HAB","A","2016",1,
"MEX","HOSPITALBED","TOT","1000HAB","A","2017",0.99,
"MEX","HOSPITALBED","TOT","1000HAB","A","2018",0.98,
"MEX","HOSPITALBED","TOT","1000HAB","A","2019",0.97,
"NLD","HOSPITALBED","TOT","1000HAB","A","1965",7.5,
"NLD","HOSPITALBED","TOT","1000HAB","A","1966",7.63,
"NLD","HOSPITALBED","TOT","1000HAB","A","1967",7.64,
"NLD","HOSPITALBED","TOT","1000HAB","A","1968",7.58,
"NLD","HOSPITALBED","TOT","1000HAB","A","1969",7.66,
"NLD","HOSPITALBED","TOT","1000HAB","A","1970",7.6,
"NLD","HOSPITALBED","TOT","1000HAB","A","1971",7.68,
"NLD","HOSPITALBED","TOT","1000HAB","A","1972",7.75,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","1973",7.66,
"NLD","HOSPITALBED","TOT","1000HAB","A","1974",7.52,
"NLD","HOSPITALBED","TOT","1000HAB","A","1975",7.38,
"NLD","HOSPITALBED","TOT","1000HAB","A","1976",7.25,
"NLD","HOSPITALBED","TOT","1000HAB","A","1977",7.19,
"NLD","HOSPITALBED","TOT","1000HAB","A","1978",7.1,
"NLD","HOSPITALBED","TOT","1000HAB","A","1979",7.01,
"NLD","HOSPITALBED","TOT","1000HAB","A","1980",6.91,
"NLD","HOSPITALBED","TOT","1000HAB","A","1981",6.86,
"NLD","HOSPITALBED","TOT","1000HAB","A","1982",6.62,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","1983",6.57,
"NLD","HOSPITALBED","TOT","1000HAB","A","1984",6.47,
"NLD","HOSPITALBED","TOT","1000HAB","A","1985",6.4,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","1986",6.34,
"NLD","HOSPITALBED","TOT","1000HAB","A","1987",6.28,
"NLD","HOSPITALBED","TOT","1000HAB","A","1988",6.19,
"NLD","HOSPITALBED","TOT","1000HAB","A","1989",6.06,
"NLD","HOSPITALBED","TOT","1000HAB","A","1990",5.95,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","1991",5.85,
"NLD","HOSPITALBED","TOT","1000HAB","A","1992",5.79,
"NLD","HOSPITALBED","TOT","1000HAB","A","1993",5.69,
"NLD","HOSPITALBED","TOT","1000HAB","A","1994",5.49,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","1995",5.38,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","1996",5.33,
"NLD","HOSPITALBED","TOT","1000HAB","A","1997",5.3,
"NLD","HOSPITALBED","TOT","1000HAB","A","1998",5.21,
"NLD","HOSPITALBED","TOT","1000HAB","A","1999",5.14,
"NLD","HOSPITALBED","TOT","1000HAB","A","2000",4.92,
"NLD","HOSPITALBED","TOT","1000HAB","A","2001",4.75,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","2002",4.69,
"NLD","HOSPITALBED","TOT","1000HAB","A","2003",4.49,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","2004",4.5,
"NLD","HOSPITALBED","TOT","1000HAB","A","2005",4.44,
"NLD","HOSPITALBED","TOT","1000HAB","A","2006",4.4,
"NLD","HOSPITALBED","TOT","1000HAB","A","2007",4.29,
"NLD","HOSPITALBED","TOT","1000HAB","A","2008",4.25,
"NLD","HOSPITALBED","TOT","1000HAB","A","2009",4.21,
"NLD","HOSPITALBED","TOT","1000HAB","A","2010",4.12,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","2011",3.97,
"NLD","HOSPITALBED","TOT","1000HAB","A","2012",3.78,
"NLD","HOSPITALBED","TOT","1000HAB","A","2013",3.69,
"NLD","HOSPITALBED","TOT","1000HAB","A","2014",3.55,
"NLD","HOSPITALBED","TOT","1000HAB","A","2015",3.49,"B"
"NLD","HOSPITALBED","TOT","1000HAB","A","2016",3.41,
"NLD","HOSPITALBED","TOT","1000HAB","A","2017",3.28,
"NLD","HOSPITALBED","TOT","1000HAB","A","2018",3.21,
"NLD","HOSPITALBED","TOT","1000HAB","A","2019",3.08,
"NZL","HOSPITALBED","TOT","1000HAB","A","2009",2.41,
"NZL","HOSPITALBED","TOT","1000HAB","A","2010",2.75,
"NZL","HOSPITALBED","TOT","1000HAB","A","2011",2.82,
"NZL","HOSPITALBED","TOT","1000HAB","A","2012",2.83,
"NZL","HOSPITALBED","TOT","1000HAB","A","2013",2.78,
"NZL","HOSPITALBED","TOT","1000HAB","A","2014",2.75,
"NZL","HOSPITALBED","TOT","1000HAB","A","2015",2.71,
"NZL","HOSPITALBED","TOT","1000HAB","A","2016",2.72,
"NZL","HOSPITALBED","TOT","1000HAB","A","2017",2.7,
"NZL","HOSPITALBED","TOT","1000HAB","A","2018",2.59,
"NZL","HOSPITALBED","TOT","1000HAB","A","2019",2.54,
"NZL","HOSPITALBED","TOT","1000HAB","A","2020",2.49,
"NOR","HOSPITALBED","TOT","1000HAB","A","1980",7.27,
"NOR","HOSPITALBED","TOT","1000HAB","A","1985",5.97,
"NOR","HOSPITALBED","TOT","1000HAB","A","1986",5.87,
"NOR","HOSPITALBED","TOT","1000HAB","A","1987",5.75,
"NOR","HOSPITALBED","TOT","1000HAB","A","1988",5.4,
"NOR","HOSPITALBED","TOT","1000HAB","A","1989",4.96,
"NOR","HOSPITALBED","TOT","1000HAB","A","1990",4.67,
"NOR","HOSPITALBED","TOT","1000HAB","A","1991",4.35,
"NOR","HOSPITALBED","TOT","1000HAB","A","1992",4.21,
"NOR","HOSPITALBED","TOT","1000HAB","A","1993",4.12,
"NOR","HOSPITALBED","TOT","1000HAB","A","1994",4.08,
"NOR","HOSPITALBED","TOT","1000HAB","A","1995",4.02,
"NOR","HOSPITALBED","TOT","1000HAB","A","1996",3.97,
"NOR","HOSPITALBED","TOT","1000HAB","A","1997",3.95,
"NOR","HOSPITALBED","TOT","1000HAB","A","1998",3.92,
"NOR","HOSPITALBED","TOT","1000HAB","A","1999",3.89,
"NOR","HOSPITALBED","TOT","1000HAB","A","2000",3.8,
"NOR","HOSPITALBED","TOT","1000HAB","A","2001",3.82,
"NOR","HOSPITALBED","TOT","1000HAB","A","2002",4.99,"B"
"NOR","HOSPITALBED","TOT","1000HAB","A","2003",4.99,
"NOR","HOSPITALBED","TOT","1000HAB","A","2004",5.25,
"NOR","HOSPITALBED","TOT","1000HAB","A","2005",5.16,
"NOR","HOSPITALBED","TOT","1000HAB","A","2006",5.03,
"NOR","HOSPITALBED","TOT","1000HAB","A","2007",4.86,
"NOR","HOSPITALBED","TOT","1000HAB","A","2008",4.64,
"NOR","HOSPITALBED","TOT","1000HAB","A","2009",4.52,
"NOR","HOSPITALBED","TOT","1000HAB","A","2010",4.3,
"NOR","HOSPITALBED","TOT","1000HAB","A","2011",4.19,
"NOR","HOSPITALBED","TOT","1000HAB","A","2012",3.97,
"NOR","HOSPITALBED","TOT","1000HAB","A","2013",3.86,
"NOR","HOSPITALBED","TOT","1000HAB","A","2014",3.84,
"NOR","HOSPITALBED","TOT","1000HAB","A","2015",3.76,
"NOR","HOSPITALBED","TOT","1000HAB","A","2016",3.68,
"NOR","HOSPITALBED","TOT","1000HAB","A","2017",3.6,
"NOR","HOSPITALBED","TOT","1000HAB","A","2018",3.53,
"NOR","HOSPITALBED","TOT","1000HAB","A","2019",3.47,
"POL","HOSPITALBED","TOT","1000HAB","A","2003",6.68,
"POL","HOSPITALBED","TOT","1000HAB","A","2004",6.67,
"POL","HOSPITALBED","TOT","1000HAB","A","2005",6.52,
"POL","HOSPITALBED","TOT","1000HAB","A","2006",6.47,
"POL","HOSPITALBED","TOT","1000HAB","A","2007",6.42,
"POL","HOSPITALBED","TOT","1000HAB","A","2008",6.62,"B"
"POL","HOSPITALBED","TOT","1000HAB","A","2009",6.65,
"POL","HOSPITALBED","TOT","1000HAB","A","2010",6.61,
"POL","HOSPITALBED","TOT","1000HAB","A","2011",6.63,
"POL","HOSPITALBED","TOT","1000HAB","A","2012",6.63,"B"
"POL","HOSPITALBED","TOT","1000HAB","A","2013",6.61,
"POL","HOSPITALBED","TOT","1000HAB","A","2014",6.63,
"POL","HOSPITALBED","TOT","1000HAB","A","2015",6.63,
"POL","HOSPITALBED","TOT","1000HAB","A","2016",6.64,
"POL","HOSPITALBED","TOT","1000HAB","A","2017",6.62,
"POL","HOSPITALBED","TOT","1000HAB","A","2018",6.54,
"POL","HOSPITALBED","TOT","1000HAB","A","2019",6.17,"B"
"PRT","HOSPITALBED","TOT","1000HAB","A","1985",3.96,
"PRT","HOSPITALBED","TOT","1000HAB","A","1986",3.95,
"PRT","HOSPITALBED","TOT","1000HAB","A","1987",4.02,
"PRT","HOSPITALBED","TOT","1000HAB","A","1988",4.02,
"PRT","HOSPITALBED","TOT","1000HAB","A","1989",4.07,
"PRT","HOSPITALBED","TOT","1000HAB","A","1990",4.05,
"PRT","HOSPITALBED","TOT","1000HAB","A","1991",4.01,
"PRT","HOSPITALBED","TOT","1000HAB","A","1992",4.01,
"PRT","HOSPITALBED","TOT","1000HAB","A","1993",3.95,
"PRT","HOSPITALBED","TOT","1000HAB","A","1994",3.93,
"PRT","HOSPITALBED","TOT","1000HAB","A","1995",3.92,
"PRT","HOSPITALBED","TOT","1000HAB","A","1996",3.98,
"PRT","HOSPITALBED","TOT","1000HAB","A","1997",3.93,
"PRT","HOSPITALBED","TOT","1000HAB","A","1998",3.86,
"PRT","HOSPITALBED","TOT","1000HAB","A","1999",3.74,"B"
"PRT","HOSPITALBED","TOT","1000HAB","A","2000",3.71,
"PRT","HOSPITALBED","TOT","1000HAB","A","2001",3.65,
"PRT","HOSPITALBED","TOT","1000HAB","A","2002",3.57,
"PRT","HOSPITALBED","TOT","1000HAB","A","2003",3.58,
"PRT","HOSPITALBED","TOT","1000HAB","A","2004",3.59,
"PRT","HOSPITALBED","TOT","1000HAB","A","2005",3.56,
"PRT","HOSPITALBED","TOT","1000HAB","A","2006",3.48,
"PRT","HOSPITALBED","TOT","1000HAB","A","2007",3.44,
"PRT","HOSPITALBED","TOT","1000HAB","A","2008",3.39,
"PRT","HOSPITALBED","TOT","1000HAB","A","2009",3.37,
"PRT","HOSPITALBED","TOT","1000HAB","A","2010",3.37,
"PRT","HOSPITALBED","TOT","1000HAB","A","2011",3.37,
"PRT","HOSPITALBED","TOT","1000HAB","A","2012",3.41,
"PRT","HOSPITALBED","TOT","1000HAB","A","2013",3.39,
"PRT","HOSPITALBED","TOT","1000HAB","A","2014",3.32,
"PRT","HOSPITALBED","TOT","1000HAB","A","2015",3.37,
"PRT","HOSPITALBED","TOT","1000HAB","A","2016",3.39,
"PRT","HOSPITALBED","TOT","1000HAB","A","2017",3.39,
"PRT","HOSPITALBED","TOT","1000HAB","A","2018",3.44,
"PRT","HOSPITALBED","TOT","1000HAB","A","2019",3.51,
"SVK","HOSPITALBED","TOT","1000HAB","A","1996",8.32,
"SVK","HOSPITALBED","TOT","1000HAB","A","1997",8.15,
"SVK","HOSPITALBED","TOT","1000HAB","A","1998",8.04,
"SVK","HOSPITALBED","TOT","1000HAB","A","1999",7.95,
"SVK","HOSPITALBED","TOT","1000HAB","A","2000",7.86,
"SVK","HOSPITALBED","TOT","1000HAB","A","2001",7.67,
"SVK","HOSPITALBED","TOT","1000HAB","A","2002",7.57,
"SVK","HOSPITALBED","TOT","1000HAB","A","2003",7.25,
"SVK","HOSPITALBED","TOT","1000HAB","A","2004",6.91,
"SVK","HOSPITALBED","TOT","1000HAB","A","2005",6.79,
"SVK","HOSPITALBED","TOT","1000HAB","A","2006",6.73,
"SVK","HOSPITALBED","TOT","1000HAB","A","2007",6.78,
"SVK","HOSPITALBED","TOT","1000HAB","A","2008",6.59,
"SVK","HOSPITALBED","TOT","1000HAB","A","2009",6.54,
"SVK","HOSPITALBED","TOT","1000HAB","A","2010",6.46,
"SVK","HOSPITALBED","TOT","1000HAB","A","2011",6.05,
"SVK","HOSPITALBED","TOT","1000HAB","A","2012",5.91,
"SVK","HOSPITALBED","TOT","1000HAB","A","2013",5.8,
"SVK","HOSPITALBED","TOT","1000HAB","A","2014",5.79,
"SVK","HOSPITALBED","TOT","1000HAB","A","2015",5.75,
"SVK","HOSPITALBED","TOT","1000HAB","A","2016",5.78,
"SVK","HOSPITALBED","TOT","1000HAB","A","2017",5.82,
"SVK","HOSPITALBED","TOT","1000HAB","A","2018",5.7,"B"
"SVK","HOSPITALBED","TOT","1000HAB","A","2019",5.76,
"ESP","HOSPITALBED","TOT","1000HAB","A","1970",4.66,
"ESP","HOSPITALBED","TOT","1000HAB","A","1980",5.36,
"ESP","HOSPITALBED","TOT","1000HAB","A","1985",4.56,
"ESP","HOSPITALBED","TOT","1000HAB","A","1986",4.45,
"ESP","HOSPITALBED","TOT","1000HAB","A","1987",4.42,
"ESP","HOSPITALBED","TOT","1000HAB","A","1988",4.39,
"ESP","HOSPITALBED","TOT","1000HAB","A","1989",4.34,
"ESP","HOSPITALBED","TOT","1000HAB","A","1990",4.27,
"ESP","HOSPITALBED","TOT","1000HAB","A","1991",4.22,
"ESP","HOSPITALBED","TOT","1000HAB","A","1992",4.13,
"ESP","HOSPITALBED","TOT","1000HAB","A","1993",4.04,
"ESP","HOSPITALBED","TOT","1000HAB","A","1994",3.98,
"ESP","HOSPITALBED","TOT","1000HAB","A","1995",3.89,
"ESP","HOSPITALBED","TOT","1000HAB","A","1996",3.85,
"ESP","HOSPITALBED","TOT","1000HAB","A","1997",3.78,
"ESP","HOSPITALBED","TOT","1000HAB","A","1998",3.73,
"ESP","HOSPITALBED","TOT","1000HAB","A","1999",3.71,
"ESP","HOSPITALBED","TOT","1000HAB","A","2000",3.65,
"ESP","HOSPITALBED","TOT","1000HAB","A","2001",3.58,
"ESP","HOSPITALBED","TOT","1000HAB","A","2002",3.53,
"ESP","HOSPITALBED","TOT","1000HAB","A","2003",3.44,
"ESP","HOSPITALBED","TOT","1000HAB","A","2004",3.4,
"ESP","HOSPITALBED","TOT","1000HAB","A","2005",3.34,
"ESP","HOSPITALBED","TOT","1000HAB","A","2006",3.29,
"ESP","HOSPITALBED","TOT","1000HAB","A","2007",3.25,
"ESP","HOSPITALBED","TOT","1000HAB","A","2008",3.2,
"ESP","HOSPITALBED","TOT","1000HAB","A","2009",3.16,
"ESP","HOSPITALBED","TOT","1000HAB","A","2010",3.11,"B"
"ESP","HOSPITALBED","TOT","1000HAB","A","2011",3.05,
"ESP","HOSPITALBED","TOT","1000HAB","A","2012",2.99,
"ESP","HOSPITALBED","TOT","1000HAB","A","2013",2.96,
"ESP","HOSPITALBED","TOT","1000HAB","A","2014",2.97,
"ESP","HOSPITALBED","TOT","1000HAB","A","2015",2.98,
"ESP","HOSPITALBED","TOT","1000HAB","A","2016",2.97,
"ESP","HOSPITALBED","TOT","1000HAB","A","2017",2.97,
"ESP","HOSPITALBED","TOT","1000HAB","A","2018",2.97,
"ESP","HOSPITALBED","TOT","1000HAB","A","2019",2.95,"P"
"SWE","HOSPITALBED","TOT","1000HAB","A","1960",14.18,
"SWE","HOSPITALBED","TOT","1000HAB","A","1961",14.54,
"SWE","HOSPITALBED","TOT","1000HAB","A","1962",14.6,
"SWE","HOSPITALBED","TOT","1000HAB","A","1963",14.61,
"SWE","HOSPITALBED","TOT","1000HAB","A","1964",14.88,
"SWE","HOSPITALBED","TOT","1000HAB","A","1965",14.95,
